Nama Makanan,Kategori,Ukuran Porsi,Kalori (kkal),Karbohidrat (g),Protein (g),Lemak (g),Glycemic Risk
"Kacang Pistachio, unsalted",Snack,100,581,27.43,20.42,47.44,low
"Walnuts, honey roasted",Snack,100,612,31.01,10.25,53.8,moderate
"Coconut water, unsweetened",Minuman,100,18,4.24,0.22,0,low
"Biji labu (Pumpkin seeds), raw",Lauk,100,574,14.71,29.84,49.05,low
"Biji labu (Pumpkin seeds), salted",Lauk,100,567,14.54,29.49,48.47,low
"Biji labu (Pumpkin seeds), unsalted",Lauk,100,574,14.71,29.84,49.05,low
"Biji bunga matahari (Sunflower seeds), plain, unsalted",Snack,100,582,24.07,19.33,49.8,low
"Biji bunga matahari (Sunflower seeds), plain, salted",Snack,100,575,23.78,19.1,49.21,low
"Biji bunga matahari (Sunflower seeds), flavored",Snack,100,567,25.93,18.45,47.54,low
"Biji bunga matahari (Sunflower seeds), mentah/raw",Snack,100,582,24.07,19.33,49.8,low
Tahini,,100,595,21.19,17,53.76,
Flax seeds,,100,534,28.88,18.29,42.16,
Mixed seeds,,100,580,21.73,21.96,49.61,
Chia seeds,,100,534,28.88,18.29,42.16,low
"Garlic bread, from fast food / restaurant",Snack,100,349,41.64,8.34,16.58,
Croissant,Snack,100,406,45.8,8.2,21,high
"Croissant, Keju",Snack,100,414,47,9.2,20.9,high
"Croissant, chocolate",Snack,100,421,49.4,7.4,22.79,high
"Croissant, fruit",Snack,100,396,46.99,7.77,19.78,
"Tortilla, plain",Snack,100,262,47.01,6.95,5.42,
"Tortilla, corn",Snack,100,218,44.64,5.7,2.85,
"Tortilla, flour",Snack,100,306,49.38,8.2,7.99,
"Tortilla, whole wheat",Snack,100,310,45.89,9.76,9.76,
"Taco shell, corn",Snack,100,476,63.49,6.41,21.79,
"Taco shell, flour",Snack,100,511,53.2,8.83,29.07,
Burrito with meat,Lauk,100,242,14.44,13.03,14.48,
Burrito with meat and beans,Lauk,100,229,17.83,11.36,12.46,
"Burrito with meat and beans, from fast food",Lauk,100,180,23.37,7.03,6.8,
Burrito with meat and sour cream,Lauk,100,236,13.09,11.57,15.15,
"Burrito with meat, beans, and sour cream",Lauk,100,225,16.06,10.16,13.39,
"Burrito with meat, beans, and sour cream, from fast food",Lauk,100,209,26.78,8.56,7.86,
"Burrito with meat, beans, and rice",Lauk,100,223,18.52,10.79,11.66,
"Burrito with meat, beans, rice, and sour cream",Lauk,100,219,16.76,9.73,12.63,
Burrito with chicken,Lauk,100,242,16.57,16.9,12.01,
Burrito with chicken and beans,Lauk,100,228,19.06,12.93,11.2,
Burrito with chicken and sour cream,Lauk,100,235,14.66,14.59,13.19,
"Burrito with chicken, beans, and sour cream",Lauk,100,224,16.98,11.42,12.38,
"Burrito with chicken, beans, and rice",Lauk,100,221,19.72,12.2,10.42,
"Burrito with chicken, beans, rice, and sour cream",Lauk,100,218,17.67,10.88,11.63,
"Burrito with beans and rice, meatless",Lauk,100,211,21.5,9.32,9.89,
"Burrito with beans, meatless",Lauk,100,217,21.04,9.78,10.56,
"Burrito with beans, meatless, from fast food",Lauk,100,205,31.23,7.35,6.05,
"Burrito with beans, rice, and sour cream, meatless",Lauk,100,210,19.41,8.47,11.06,
"Raisins, raw",Snack,100,299,79.18,3.07,0.46,moderate
"Raisins, cooked",Snack,100,219,57.38,1.43,0.21,moderate
"Cherries, sweet, raw",Snack,100,63,16.01,1.06,0.2,
"Juneberry, raw",Snack,100,57,14.49,0.74,0.33,
"Kiwi fruit, raw",Snack,100,61,14.66,1.14,0.52,low
"Lychee, raw",Snack,100,66,16.53,0.83,0.44,
"Peach, raw",Snack,100,39,9.54,0.91,0.25,
"Pear, raw",Snack,100,57,15.23,0.36,0.14,low
"Pear, Japanese, raw",Snack,100,42,10.65,0.5,0.23,low
"Persimmon, raw",Snack,100,70,18.59,0.58,0.19,
"Plum, raw",Snack,100,46,11.42,0.7,0.28,low
"Plum, cooked or canned",Snack,100,89,23.24,0.36,0.1,moderate
"Plum, cooked or canned, unsweetened, water pack",Snack,100,41,11.03,0.39,0.01,moderate
"Plum, cooked or canned, in heavy syrup",Snack,100,89,23.24,0.36,0.1,high
"Plum, cooked or canned, in light syrup",Snack,100,63,16.28,0.37,0.1,high
"Plum, cooked or canned, drained solids",Snack,100,89,23.12,0.44,0.14,moderate
"Plum, cooked or canned, juice pack",Snack,100,58,15.15,0.51,0.02,moderate
"Plum, pickled",Snack,100,123,30.8,0.48,0.19,low
"Berries, raw",Snack,100,32,7.68,0.67,0.3,
"Berries, frozen",Snack,100,51,12.17,0.42,0.64,
"Blackberries, raw",Snack,100,43,9.61,1.39,0.49,
"Blueberries, raw",Snack,100,57,14.49,0.74,0.33,
"Cranberries, raw",Snack,100,46,11.97,0.46,0.13,
"Cranberries, cooked or canned",Snack,100,159,40.4,0.9,0.15,moderate
"Dewberries, raw",Snack,100,43,9.61,1.39,0.49,
"Huckleberries, raw",Snack,100,57,14.49,0.74,0.33,
"Loganberries, raw",Snack,100,55,13.02,1.52,0.31,
"Loganberries, frozen",Snack,100,55,13.02,1.52,0.31,
"Mulberries, raw",Snack,100,43,9.8,1.44,0.39,
"Raspberries, raw",Snack,100,52,11.94,1.2,0.65,
"Raspberries, black, raw",Snack,100,52,11.94,1.2,0.65,
"Raspberries, red, raw",Snack,100,52,11.94,1.2,0.65,
"Strawberries, raw",Snack,100,32,7.68,0.67,0.3,
"Youngberries, raw",Snack,100,43,9.61,1.39,0.49,
"Asparagus, raw",Lauk,100,20,3.88,2.2,0.12,
Kimchi,Lauk,100,15,2.4,1.1,0.5,
Almond oil,Lauk,100,884,0,0,100,
Corn oil,Lauk,100,900,0,0,100,
Cottonseed oil,Lauk,100,884,0,0,100,
Flaxseed oil,Lauk,100,884,0,0.11,99.98,
Olive oil,Lauk,100,884,0,0,100,low
Peanut oil,Lauk,100,884,0,0,100,
Rapeseed oil,Lauk,100,884,0,0,100,
Canola and soybean oil,Lauk,100,884,0,0,100,
"Canola, soybean and sunflower oil",Lauk,100,884,0,0,100,
Safflower oil,Lauk,100,884,0,0,100,
Soybean oil,Lauk,100,884,0,0,100,
Soybean and sunflower oil,Lauk,100,884,0,0,100,
Sunflower oil,Lauk,100,884,0,0,100,
Walnut oil,Lauk,100,884,0,0,100,
"Mayonnaise, light",Lauk,100,238,9.23,0.37,22.22,low
"Mayonnaise, reduced fat,  with olive oil",Lauk,100,361,0,0.37,40,low
"Mayonnaise-type salad dressing, light",Lauk,100,158,16.4,0.65,10,low
Marshmallow,Snack,100,318,81.3,1.8,0.2,
"Coffee, Latte",Minuman,100,43,4.27,2.76,1.68,
"Coffee, Latte, nonfat",Minuman,100,30,4.4,2.82,0.1,
"Coffee, Latte, with non-dairy milk",Minuman,100,35,5.07,1.28,1.07,
Mojito,Minuman,100,61,2.46,0.09,0.02,
Whiskey sour,Minuman,100,123,16.11,0.08,0.08,moderate
Whiskey and soda,Minuman,100,59,0,0,0,moderate
Whiskey and water,Minuman,100,59,0,0,0,moderate
Whiskey and cola,Minuman,100,89,7.8,0,0.19,moderate
Whiskey and diet cola,Minuman,100,60,0.22,0.08,0.02,moderate
Whiskey and ginger ale,Minuman,100,83,6.59,0,0,moderate
Rum and cola,Minuman,100,89,7.8,0,0.19,moderate
Rum and diet cola,Minuman,100,60,0.22,0.08,0.02,moderate
Pina Colada,Minuman,100,151,19.5,0.36,2.13,moderate
Brandy and cola,Minuman,100,89,7.8,0,0.19,moderate
Vodka and soda,Minuman,100,59,0,0,0,moderate
Vodka and lemonade,Minuman,100,93,9.02,0,0,moderate
Vodka and cola,Minuman,100,89,7.8,0,0.19,moderate
Vodka and diet cola,Minuman,100,60,0.22,0.08,0.02,moderate
Vodka and energy drink,Minuman,100,90,7.7,0.35,0,moderate
Vodka and water,Minuman,100,59,0,0,0,moderate
Vodka and tonic,Minuman,100,84,6.57,0,0,moderate
"Wine, table, red",Minuman,100,85,2.61,0.07,0,moderate
"Wine, table, white",Minuman,100,82,2.6,0.07,0,moderate
"Wine, table, rose",Minuman,100,83,3.8,0.36,0,moderate
"Wine, rice",Minuman,100,134,5,0.5,0,moderate
"Wine, dessert, sweet",Minuman,100,160,13.69,0.2,0,moderate
"Wine, light",Minuman,100,49,1.17,0.07,0,moderate
Wine cooler,Minuman,100,68,10.07,0,0,moderate
Whiskey,Minuman,100,231,0,0,0,moderate
Scotch,Minuman,100,231,0,0,0,moderate
Gin,Minuman,100,231,0,0,0,moderate
Rum,Minuman,100,231,0,0,0,moderate
Rum cooler,Minuman,100,68,10.07,0,0,moderate
Vodka,Minuman,100,231,0,0,0,moderate
Tequila,Minuman,100,231,0,0,0,moderate
Markisa,Minuman,100,97,23.38,2.2,0.7,low
"Kerang (Clams), raw",Lauk,100,86,3.57,14.67,0.96,low
Lontong (rice cake),Lauk,100,392,81.1,7.1,4.3,high
